date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:39:57	1199/1199	---M--	200	added ('OK')	image/png	etag:%22474421f-4af-5bbd1325d50a5%22	http://cpsac.com.pe/assets/images/sec-arrow.png	C:/My%20Web%20Sites/copiaSPSAC/cpsac.com.pe/assets/images/sec-arrow.png	(from http://cpsac.com.pe/)
17:39:58	2692/2692	---M--	200	added ('OK')	image/svg+xml	etag:%22474421c-a84-5bbd13252447d%22	http://cpsac.com.pe/assets/images/revision.svg	C:/My%20Web%20Sites/copiaSPSAC/cpsac.com.pe/assets/images/revision.svg	(from http://cpsac.com.pe/)
17:39:58	2029/2029	---M--	200	added ('OK')	image/svg+xml	etag:%2247441ee-7ed-5bbd12fdcd1c9%22	http://cpsac.com.pe/assets/images/gas.svg	C:/My%20Web%20Sites/copiaSPSAC/cpsac.com.pe/assets/images/gas.svg	(from http://cpsac.com.pe/)
17:39:58	2274/2274	---M--	200	added ('OK')	image/svg+xml	etag:%2247441e1-8e2-5bbd12f1d886e%22	http://cpsac.com.pe/assets/images/cumplimiento.svg	C:/My%20Web%20Sites/copiaSPSAC/cpsac.com.pe/assets/images/cumplimiento.svg	(from http://cpsac.com.pe/)
17:39:58	2703/2703	---M--	200	added ('OK')	image/svg+xml	etag:%22474420d-a8f-5bbd1312715b3%22	http://cpsac.com.pe/assets/images/opacidad.svg	C:/My%20Web%20Sites/copiaSPSAC/cpsac.com.pe/assets/images/opacidad.svg	(from http://cpsac.com.pe/)
17:39:59	2450/2450	---M--	200	added ('OK')	image/svg+xml	etag:%2247441ce-992-5bbd12e7038b2%22	http://cpsac.com.pe/assets/images/bus.svg	C:/My%20Web%20Sites/copiaSPSAC/cpsac.com.pe/assets/images/bus.svg	(from http://cpsac.com.pe/)
17:39:59	8473/8473	---M--	200	added ('OK')	image/svg+xml	etag:%2247441d7-2119-5bbd12ec80589%22	http://cpsac.com.pe/assets/images/carwash.svg	C:/My%20Web%20Sites/copiaSPSAC/cpsac.com.pe/assets/images/carwash.svg	(from http://cpsac.com.pe/)
17:39:59	1191/1191	---M--	200	added ('OK')	image/svg+xml	etag:%224744241-4a7-5bbd1342c9f93%22	http://cpsac.com.pe/assets/images/visto.svg	C:/My%20Web%20Sites/copiaSPSAC/cpsac.com.pe/assets/images/visto.svg	(from http://cpsac.com.pe/)
17:39:59	4219/4219	---M--	200	added ('OK')	image/svg+xml	etag:%2247441dd-107b-5bbd12ee6863a%22	http://cpsac.com.pe/assets/images/compromiso.svg	C:/My%20Web%20Sites/copiaSPSAC/cpsac.com.pe/assets/images/compromiso.svg	(from http://cpsac.com.pe/)
17:40:00	5096/5096	---M--	200	added ('OK')	image/svg+xml	etag:%2247441ed-13e8-5bbd12fd023a6%22	http://cpsac.com.pe/assets/images/garantia.svg	C:/My%20Web%20Sites/copiaSPSAC/cpsac.com.pe/assets/images/garantia.svg	(from http://cpsac.com.pe/)
